Id,SalePrice
2658,186991.61124004307
2718,258028.26833559177
2414,156128.5353189133
1989,123265.77596084688
625,194041.9960430811
333,112733.7999937633
1327,118520.80502738054
858,151510.1440789166
95,175693.48095037416
1568,172258.2968922429
2482,157061.38580048375
1364,124978.4935005195
2584,167418.98806929146
818,307792.8583761152
2673,162680.14890650628
2089,108460.54514812067
1297,177207.86644104455
790,129155.03214567347
2616,230793.22046556618
720,172453.347138286
222,135627.62080167775
557,142066.35470492192
1148,210279.07229297602
2766,146337.12599749415
534,161828.80400146422
1452,113191.37796692227
630,156846.68939241074
2648,145545.42140698602
125,145602.0266974611
1904,80472.88043554546
1670,128394.57259687173
756,133827.53343228946
717,278156.24484190537
1032,173779.13660861735
852,201882.90856752728
1731,147425.58692620648
2639,161971.6737366538
2071,95603.80062425797
1267,96538.56588937878
1851,183781.1168171873
567,138336.2776548368
2439,185541.90384912296
1898,165666.34173977998
647,161379.36706671363
2256,228405.60690045217
979,110475.63442929505
1444,199035.06900481918
2485,127996.75298086234
157,115074.1908083056
88,136689.16110760052
2003,124185.58207008654
186,196487.89023003355
1425,234924.4286389043
2695,132834.82003883022
738,116812.19746447311
395,138180.88069086813
1353,174297.17220165723
1878,164918.27644570373
390,160750.26585249076
1456,226541.8906433187
1103,344662.980766539
1387,174739.2898231988
2070,146018.32383637503
1199,172805.05131328796
2479,165682.77870415826
501,308698.9028213299
2362,101811.14859502998
1718,203604.78838103695
2188,87048.16512433515
1483,128664.868801066
2557,103941.67671452978
437,314061.3533383814
2224,225100.46279682036
1628,136454.9373998429
397,135159.31318298055
587,237833.58186926087
971,139809.93617471668
2611,154713.8338022862
1887,85469.2230298167
2399,309679.6244309909
2148,193157.3283846027
304,129871.10118539358
1997,134974.09166513095
2817,147961.11378610658
1431,183836.04489162535
427,316709.6119997556
263,121923.16536212376
598,195745.59311289497
2895,247240.53951559926
687,163950.94961301755
1822,126952.27985008279
2191,129374.65468484352
179,123002.97301647185
1009,173066.4633561371
2010,123496.50136635469
1991,151411.61823249818
1411,201740.32591691843
1721,212201.52836217574
1144,183621.9567810953
593,179744.16404338437
575,283742.08442521165
1249,196930.7484575053
1604,125980.29264754831
1064,390734.51980683947
1923,161061.6754365707
1988,92489.41392458434
2325,160733.33961569102
114,228155.99997456864
2700,250656.0835356918
217,225426.6751094035
343,214999.07484822176
386,200001.76143930573
2005,113447.29164813843
2908,122589.12123915814
1814,237614.26444723026
2446,404429.54617929703
208,172179.7009682474
1679,137166.38815814233
822,287393.88283730135
6,184254.57402341964
1781,351629.735632362
2397,242624.52790001026
2340,264372.6064315098
1618,149112.8405414031
2843,203179.2898295328
1061,323822.4481341286
2786,109739.60748210337
1935,125947.6250014509
1341,119544.76106496812
521,232230.24025180435
2136,135614.1177984502
996,187152.8550470685
227,151844.60627346972
135,159574.79391607366
1167,165801.23696039448
294,242313.71893752425
1776,182473.26101832435
540,153679.23287364945
1717,198481.7646491693
2303,116526.56812968
116,194102.75686665854
127,131370.57144588407
1371,132912.0097836274
1014,191207.11229206916
1507,86382.18594928196
702,194375.15286414622
750,183510.97990741854
261,139536.91867952043
1559,98311.01252909173
577,230636.9718333816
2812,177712.22140076582
2080,174440.7237119127
1368,112555.20508522948
2376,124631.51499182514
659,103489.8250584252
1235,145858.24184535292
332,99723.18399053786
1917,128333.88065517458
2094,238058.85973260624
1460,256531.07681397215
1471,222726.76656483772
1509,121866.36483021622
1922,137060.41273759588
433,393645.1933951523
460,204711.0774484565
1116,231926.90417093495
1137,163019.02189992473
53,147010.62742855737
2354,244858.80931164563
1475,183272.08593418507
1761,377516.53122241184
842,141188.50692641997
2739,239033.9504185304
2509,134042.57313672395
1007,176487.92733357954
2610,180494.54406765426
1952,89689.7651880637
2719,269778.55656976806
2921,112454.61423132123
1966,158627.26328359015
292,142956.3370462719
1204,206841.74422786327
1829,230596.80505412776
2419,151836.39814885904
391,156688.87322612954
798,117360.97880684421
481,159387.43942606013
193,204915.44260397798
555,121918.24790228251
899,96950.98276894315
2357,169978.78309087915
328,131143.10496573313
1356,103153.10720514465
1154,110315.25696593261
1730,148828.0340849824
2249,130327.7267480448
1119,238698.2009636296
2856,154520.65660960422
1394,143501.01822969847
2587,122818.60534277032
61,299673.35743765504
2661,215744.88626602117
2711,119371.20992787118
1147,183659.2534022461
757,128509.65152011233
2623,95916.68771956413
2378,150561.30023016495
1413,132121.93228123692
1722,180187.9054142341
1112,204011.51917231205
1623,195692.85930460895
1201,201387.57992968347
1513,129649.72322074718
957,300659.0020519934
1171,238580.0333535905
1145,183727.4655827882
2726,262625.74877952517
703,126419.71413400404
760,104731.97305211655
1964,129875.24375730703
2512,158533.00678623922
159,167103.7523319217
1281,187888.64847109173
468,153002.3972395645
290,110462.16534366249
665,112535.51921531389
1463,244063.30675202524
1792,207455.57483547326
923,174515.89850706948
500,289556.19300234294
1408,193137.4274197939
331,84049.01906230833
170,177120.09979633463
2192,106903.16499530998
2571,330418.6127324967
2314,161739.85366176025
2647,101154.42872158648
422,369692.1285351813
2457,352367.9426224496
1838,172931.95392175636
2805,209536.95742451967
1645,163392.13200285166
1711,259051.2656017231
2825,235175.3618053469
322,275371.7378493839
2103,244996.3780940941
342,123748.49256957875
600,124246.15970086801
488,184830.42355302622
1725,261922.64095201905
2246,265968.23050393077
2847,154981.31623587667
806,219584.8717289453
530,215906.99573610496
963,204946.21961262252
2678,117675.10839863667
171,100676.65122058737
2401,368913.43810645863
805,211315.6262529723
2259,243067.74459308645
1748,130549.16978726443
1361,150215.7698158371
1677,130918.96027967459
1406,148554.81468451003
2322,193321.40644162742
688,182269.92274224292
143,177117.00348063617
804,183804.24275859803
1214,186069.19876747005
2828,127319.45614950264
1999,254190.51987538912
2467,166410.25135028493
2665,165137.08227611534
1538,327546.84284705867
398,135404.0669473088
2822,157489.717465214
2157,127854.08794668944
1856,201163.0279054246
1269,96228.86374203631
2570,135293.73672026076
2320,199316.46810268715
1517,139603.73732773663
2304,106446.39074764369
1312,98959.45564099256
2012,131188.74970211933
506,200739.44417409052
2865,221139.04672041791
2367,114426.63379721253
554,101842.63221239261
238,161923.1152031181
1954,108819.01559446414
2488,136992.06771912923
2291,111192.16142571336
1969,87153.66577629198
2725,200933.206432873
1482,128664.868801066
2763,183301.7580547115
503,249978.6693336276
1584,216269.03159164847
1531,166079.250140134
2210,211227.8148248801
459,288391.7204436458
556,141014.35033964575
1347,202846.55318754056
1290,91106.94205779186
1388,108468.91654981338
1571,258681.31341711216
2754,176881.09923401778
765,158146.8499471453
2494,132029.6378470152
2870,249302.08604626477
7,185301.1595525012
1114,241899.9310246682
2418,247270.11349389196
291,183130.572468055
18,311932.05738732975
39,321192.3038231534
1001,230536.16311955583
2442,227662.04399973093
616,123941.07344220401
2680,79447.73599785828
1414,140960.92920126248
289,164689.68233107642
40,225324.6974138861
860,140660.8938600599
409,140398.53908159267
673,179392.37704584494
2427,144887.93353089027
2036,192836.36185294652
2564,154359.4993110149
642,255140.5034608919
1008,178427.70251165397
1908,198985.60969764378
2519,180088.51102324162
1369,102902.85618914606
2855,159783.83797388794
712,93805.80211704902
1943,138004.2175347071
1958,132047.24804284028
107,120816.18746406486
2295,239552.27681597183
704,124080.55740239068
676,129412.3677549222
259,180292.82066939241
93,288972.41990274435
106,209704.4708425724
2315,179332.03833429387
1050,109986.39454425828
1095,162984.94315065976
2709,164571.3237404079
758,169313.9366661674
1496,142755.9711795661
2370,127372.66132933814
2458,265871.16669892153
2733,169059.9812092394
161,271498.6261770165
726,157923.69943847222
845,202070.24420322178
947,231515.80970380612
2232,127020.13837718414
2563,147016.9994491762
2299,215973.17551217467
211,112584.27361470784
605,239442.56150085907
1478,156338.9668405496
2247,268498.09234069765
2274,266535.11095765093
2869,252635.90965192232
967,200097.70225355326
2656,138266.91533627466
667,286289.2361353806
1042,128536.4630805747
2023,171691.65842625336
2447,361928.8079325707
2055,105646.24630491491
2275,241899.99527610917
2204,138645.38391655326
1563,253235.3809712632
483,202276.3312036678
796,134716.15754351157
1526,154612.82075058713
2042,172344.9364387494
442,295708.9994027325
1693,263907.6915113483
1468,205029.34756350596
1430,190329.44663910187
2605,246873.4619094024
1529,141927.0968331305
335,158358.2243456599
1287,133329.8068749031
31,124192.16826261039
1785,280326.79429003934
82,153049.11635508487
2620,172932.17937065236
252,170160.24273979006
721,84177.55854836089
2165,165156.78413088224
2316,165520.47638817818
775,132206.7032730006
1558,160572.62561514744
17,174454.4007195157
1022,268120.0338115187
925,124370.09424079453
438,253568.03665116706
1270,173143.55513388987
1272,127259.11875117451
215,177517.51913855897
266,209327.96980477884
2402,232364.42396734317
1250,156270.2210629318
1984,154323.50982059567
1279,159292.66821151797
377,273767.3323463302
1252,136491.555932459
2156,261378.80460566538
499,318036.86901780526
1374,124279.32979637964
2898,289825.10159472073
401,131011.44077180707
2721,197034.16303689888
2078,271539.97072898544
2589,124081.34709677398
1946,295451.2550339023
1334,115619.65564047027
2781,230497.46606674418
431,335407.1863238811
576,177382.7546405549
1474,192974.11907383054
2254,119179.15926107725
2155,263134.75643370854
885,107243.78789177004
643,131148.39599140472
1944,122754.3590642693
480,166688.26043724496
2845,119592.18964173006
2387,273613.57262664265
2407,176902.16023488983
2527,175915.45849363093
2514,122730.20230896374
629,183313.8418815894
80,193155.24460536466
1876,160533.6211441632
1546,110741.71707862505
2518,173379.44327610597
2347,160614.28247423464
783,216454.11224991974
1322,116563.6053268334
194,96417.21218301303
1770,309942.7423785856
2143,133124.80431217304
1229,194391.78606947453
511,282444.2175411336
46,194263.334325705
1348,175490.77465899714
2465,164295.51071783446
387,196759.2751070027
873,214162.0910035959
1918,136496.15351915197
2764,209354.91060145784
2184,122736.89884274702
934,135977.2322126719
1920,139452.53916111088
2631,152514.35638416233
1768,398884.67760932544
2040,146895.7167390806
1749,189085.99738192564
834,228044.66367772446
1457,236593.87161101526
79,112574.98077653916
2302,111692.40220628568
1817,133272.14322022107
2755,237565.70032881488
359,156919.8022505875
2059,109463.53703768228
2092,241667.72289903383
2516,206778.3730221995
150,119011.00999523656
1656,175592.70390987984
