Id,SalePrice
2658,110069.30275975345
2718,155643.47618672808
2414,220195.35174591647
1989,107940.87005815317
625,171619.57549877246
333,98504.43439229364
1327,110147.24792048622
858,151465.8714147931
95,174148.74073064385
1568,178088.2655903387
2482,148598.06846111058
1364,120425.77346752088
2584,140395.76234549045
818,253243.02873591727
2673,154098.9858617925
2089,132209.17038358172
1297,154647.3444489441
790,115740.58578642795
2616,198995.17562149078
720,168845.83167871396
222,151734.82539363418
557,126545.6779242482
1148,185227.84514699792
2766,154913.97262693098
534,186038.38611337612
1452,118513.94726485813
630,127477.01140926284
2648,104889.22446170353
125,164837.53244846806
1904,76306.89743348178
1670,105417.63593529284
756,94869.74074584134
717,170391.02364643657
1032,157617.5920653204
852,213864.91148758508
1731,172568.719537683
2639,102083.97433552145
2071,87044.6381631794
1267,120105.99447413725
1851,183781.6903521232
567,158236.36074026136
2439,206468.56113727248
1898,153556.71750620473
647,160462.6910853657
2256,206555.33634653228
979,97419.86173465784
1444,218715.45984737913
2485,112432.68575961707
157,133753.5386891007
88,122791.38060834014
2003,107149.46770192124
186,170070.23253288117
1425,232961.45174894272
2695,124334.7671630251
738,105914.12046447917
395,154034.61295978082
1353,177199.5765545257
1878,129206.21766252203
390,153908.3136298941
1456,232421.59859281642
1103,295484.5230866198
1387,134290.23140588932
2070,143787.93463641335
1199,170982.4666635388
2479,162329.6595652692
501,299065.81455533457
2362,90955.00043744272
1718,187395.9331682795
2188,92474.04170982579
1483,144036.86627072163
2557,95190.66700634226
437,394543.5432098048
2224,178079.66917051628
1628,165711.13295544966
397,136972.12253017057
587,186362.39733993795
971,117693.63915069892
2611,139667.4733114633
1887,100120.10951591382
2399,390346.32975338376
2148,190202.06036580238
304,114518.638805354
1997,122575.27625427149
2817,114853.86618784987
1431,212895.088821265
427,337862.7424679408
263,125588.24420424743
598,163459.22265281325
2895,222792.23752787453
687,139863.57769629176
1822,134837.08008143335
2191,107552.3202629521
179,114857.07076811128
1009,205995.26435239945
2010,133686.67340826493
1991,135647.05578680092
